generation	indiv.index	Mutcount	fitness	zogosity	s	h
100000	1429	11	0.794737	het	-0.00334505	0.0565827
100000	1429	11	0.794737	het	-0.61618	0.115446
100000	1429	11	0.794737	het	-0.00296958	0.0443619
100000	1429	11	0.794737	het	-0.116072	0.249982
100000	1429	11	0.794737	het	-0.0019182	0.0721201
100000	1429	11	0.794737	het	-0.0068731	0.0937361
100000	1429	11	0.794737	het	-0.0587276	0.122026
100000	2308	4	0.967436	het	-0.000467448	0.139968
100000	2308	4	0.967436	het	-0.255877	0.0425407
100000	2308	4	0.967436	het	-0.0808752	0.265846
100000	2156	9	0.85713	het	-0.0749605	0.0131244
100000	2156	9	0.85713	het	-0.000467448	0.139968
100000	2156	9	0.85713	het	-0.0101963	0.0383854
100000	2156	9	0.85713	het	-0.341723	0.00150624
100000	2156	9	0.85713	het	-0.00981975	0.410026
100000	2156	9	0.85713	het	-0.0601591	0.190727
100000	2156	9	0.85713	het	-0.567278	0.00152428
100000	2156	9	0.85713	het	-0.633877	0.199788
100000	3037	5	0.980923	het	-0.00196631	0.0853275
100000	3037	5	0.980923	het	-0.123411	0.0396501
100000	3037	5	0.980923	het	-0.0748435	0.149099
100000	3037	5	0.980923	het	-0.00760183	0.342338
100000	2582	9	0.831949	het	-0.194199	0.0286341
100000	2582	9	0.831949	het	-0.134066	0.105615
100000	2582	9	0.831949	het	-0.678256	0.219663
100000	2582	9	0.831949	het	-0.0507314	0.0309358
100000	2582	9	0.831949	het	-0.000781792	0.111224
100000	2582	9	0.831949	het	-0.00296958	0.0443619
100000	2582	9	0.831949	het	-0.00453236	0.00510576
100000	2582	9	0.831949	het	-0.0068731	0.0937361
100000	3011	9	0.763783	het	-0.689357	0.185528
100000	3011	9	0.763783	het	-0.000467448	0.139968
100000	3011	9	0.763783	het	-0.564302	0.037408
100000	3011	9	0.763783	het	-0.112532	0.13125
100000	3011	9	0.763783	het	-0.228461	0.026997
100000	3011	9	0.763783	het	-0.255877	0.0425407
100000	3011	9	0.763783	het	-0.00421	0.00205291
100000	3011	9	0.763783	het	-0.474908	0.159645
100000	2982	4	0.991796	het	-0.00568657	0.270534
100000	2982	4	0.991796	het	-0.00309095	0.124517
100000	2982	4	0.991796	het	-0.555071	0.0106915
100000	326	6	0.943828	het	-0.00196631	0.0853275
100000	326	6	0.943828	het	-0.561743	0.0860819
100000	326	6	0.943828	het	-0.046455	0.157691
100000	326	6	0.943828	het	-0.00296958	0.0443619
100000	326	6	0.943828	het	-0.0990154	0.00236927
100000	1794	4	0.993049	het	-0.00196631	0.0853275
100000	1794	4	0.993049	het	-0.000467448	0.139968
100000	1794	4	0.993049	het	-0.42499	0.0149668
100000	2554	9	0.923649	het	-0.000467448	0.139968
100000	2554	9	0.923649	het	-0.277764	0.0137324
100000	2554	9	0.923649	het	-0.318899	0.123663
100000	2554	9	0.923649	het	-0.0101963	0.0383854
100000	2554	9	0.923649	het	-0.255877	0.0425407
100000	2554	9	0.923649	het	-0.124667	0.162298
100000	2554	9	0.923649	het	-0.00334505	0.0565827
100000	1996	8	0.958929	het	-0.00568657	0.270534
100000	1996	8	0.958929	het	-0.163267	0.0845948
100000	1996	8	0.958929	het	-0.000467448	0.139968
100000	1996	8	0.958929	het	-0.842386	0.0194207
100000	1996	8	0.958929	het	-0.183784	0.0119821
100000	1996	8	0.958929	het	-0.00334505	0.0565827
100000	1996	8	0.958929	het	-0.0191095	0.374137
100000	135	4	0.997905	het	-0.00568657	0.270534
100000	135	4	0.997905	het	-0.000467448	0.139968
100000	135	4	0.997905	het	-0.00296958	0.0443619
100000	203	5	0.942582	het	-0.232696	0.236461
100000	203	5	0.942582	het	-0.733131	0.00136055
100000	203	5	0.942582	het	-0.0840023	0.0123758
100000	203	5	0.942582	het	-0.0019182	0.0721201
100000	214	3	0.995084	het	-0.0694118	0.0629394
100000	214	3	0.995084	het	-0.00334505	0.0565827
100000	1261	6	0.813394	het	-0.000467448	0.139968
100000	1261	6	0.813394	het	-0.106698	0.25304
100000	1261	6	0.813394	het	-0.511757	0.301637
100000	1261	6	0.813394	het	-0.255877	0.0425407
100000	1261	6	0.813394	het	-0.00296958	0.0443619
100000	2056	8	0.731128	het	-0.983363	0.229067
100000	2056	8	0.731128	het	-0.00435414	0.345412
100000	2056	8	0.731128	het	-0.00524681	0.385126
100000	2056	8	0.731128	het	-0.0019182	0.0721201
100000	2056	8	0.731128	het	-0.582882	0.0675956
100000	2056	8	0.731128	het	-0.0728277	0.129831
100000	905	6	0.981285	het	-0.583366	0.0172691
100000	905	6	0.981285	het	-0.0681129	0.060824
100000	905	6	0.981285	het	-0.0154002	0.0357147
100000	905	6	0.981285	het	-0.00196358	0.0348566
100000	905	6	0.981285	het	-0.110183	0.032941
100000	2619	6	0.934935	het	-0.271955	0.089785
100000	2619	6	0.934935	het	-0.152623	0.167094
100000	2619	6	0.934935	het	-0.0466248	0.00641296
100000	2619	6	0.934935	het	-0.00334505	0.0565827
100000	2619	6	0.934935	het	-0.0668526	0.235596
100000	1705	9	0.985441	het	-0.00568657	0.270534
100000	1705	9	0.985441	het	-0.893562	0.000606769
100000	1705	9	0.985441	het	-0.0586186	0.0320108
100000	1705	9	0.985441	het	-0.00958455	0.466301
100000	1705	9	0.985441	het	-0.0034931	0.167323
100000	1705	9	0.985441	het	-0.736555	0.00564889
100000	1705	9	0.985441	het	-0.0068731	0.0937361
100000	2472	6	0.924078	het	-0.397108	0.0566598
100000	2472	6	0.924078	het	-0.653539	0.0792509
100000	2472	6	0.924078	het	-0.248158	0.00693108
100000	2472	6	0.924078	het	-0.00304692	0.261944
100000	2472	6	0.924078	het	-0.0019182	0.0721201
100000	1696	5	0.98613	het	-0.00135213	0.423158
100000	1696	5	0.98613	het	-0.248158	0.00693108
100000	1696	5	0.98613	het	-0.00196358	0.0348566
100000	1696	5	0.98613	het	-0.0231304	0.483413
100000	246	7	0.995545	het	-0.00196631	0.0853275
100000	246	7	0.995545	het	-0.00435414	0.345412
100000	246	7	0.995545	het	-0.0281652	0.0463792
100000	246	7	0.995545	het	-0.567278	0.00152428
100000	246	7	0.995545	het	-0.000686853	0.185255
100000	246	7	0.995545	het	-0.00296958	0.0443619
100000	1997	9	0.945471	het	-0.000467448	0.139968
100000	1997	9	0.945471	het	-0.0167021	0.162682
100000	1997	9	0.945471	het	-0.163503	0.0867786
100000	1997	9	0.945471	het	-0.0505956	0.40072
100000	1997	9	0.945471	het	-0.0748435	0.149099
100000	1997	9	0.945471	het	-0.567278	0.00152428
100000	1997	9	0.945471	het	-0.662226	0.00893259
100000	1997	9	0.945471	het	-0.00296958	0.0443619
100000	199	6	0.985708	het	-0.000467448	0.139968
100000	199	6	0.985708	het	-0.583366	0.0172691
100000	199	6	0.985708	het	-0.0318976	0.0287026
100000	199	6	0.985708	het	-0.213551	0.0130746
100000	199	6	0.985708	het	-0.00296958	0.0443619
100000	3553	8	0.991171	het	-0.152395	0.00414874
100000	3553	8	0.991171	het	-0.000467448	0.139968
100000	3553	8	0.991171	het	-0.0381309	0.152296
100000	3553	8	0.991171	het	-0.0172393	0.018843
100000	3553	8	0.991171	het	-0.0409076	0.0215978
100000	3553	8	0.991171	het	-0.00296958	0.0443619
100000	3553	8	0.991171	het	-0.0068731	0.0937361
100000	3131	4	0.986891	het	-0.00435414	0.345412
100000	3131	4	0.986891	het	-0.00309095	0.124517
100000	3131	4	0.986891	het	-0.255877	0.0425407
100000	2874	5	0.987151	het	-0.0847789	0.114484
100000	2874	5	0.987151	het	-0.0186269	0.000719047
100000	2874	5	0.987151	het	-0.00421	0.00205291
100000	2874	5	0.987151	het	-0.213551	0.0130746
100000	1228	8	0.802644	het	-0.000467448	0.139968
100000	1228	8	0.802644	het	-0.00435414	0.345412
100000	1228	8	0.802644	het	-0.507243	0.151217
100000	1228	8	0.802644	het	-0.464348	0.011871
100000	1228	8	0.802644	het	-0.779248	0.00626482
100000	1228	8	0.802644	het	-0.202715	0.114187
100000	81	6	0.919293	het	-0.0576168	0.407767
100000	81	6	0.919293	het	-0.42499	0.0149668
100000	81	6	0.919293	het	-0.344484	0.0787361
100000	81	6	0.919293	het	-0.00296958	0.0443619
100000	81	6	0.919293	het	-0.490644	0.0523177
100000	1738	6	0.94984	het	-0.000467448	0.139968
100000	1738	6	0.94984	het	-0.689907	0.0635278
100000	1738	6	0.94984	het	-0.00309095	0.124517
100000	1738	6	0.94984	het	-0.0381309	0.152296
100000	1738	6	0.94984	het	-0.00421	0.00205291
100000	1132	9	0.8492	het	-0.00934603	0.362378
100000	1132	9	0.8492	het	-0.159715	0.0913576
100000	1132	9	0.8492	het	-0.83806	0.0253112
100000	1132	9	0.8492	het	-0.00992436	0.468218
100000	1132	9	0.8492	het	-0.294646	0.371907
100000	1132	9	0.8492	het	-0.00296958	0.0443619
100000	1132	9	0.8492	het	-0.0068731	0.0937361
100000	1132	9	0.8492	het	-0.031448	0.0657866
100000	2314	7	0.872194	het	-0.00196631	0.0853275
100000	2314	7	0.872194	het	-0.933912	0.00266464
100000	2314	7	0.872194	het	-0.232696	0.236461
100000	2314	7	0.872194	het	-0.42009	0.164026
100000	2314	7	0.872194	het	-0.733131	0.00136055
100000	2314	7	0.872194	het	-0.462966	0.010204
100000	294	8	0.960741	het	-0.158204	0.00538611
100000	294	8	0.960741	het	-0.00782627	0.0592714
100000	294	8	0.960741	het	-0.00135213	0.423158
100000	294	8	0.960741	het	-0.00309095	0.124517
100000	294	8	0.960741	het	-0.424958	0.0106138
100000	294	8	0.960741	het	-0.0275029	0.468735
100000	294	8	0.960741	het	-0.601772	0.0327741
100000	1053	8	0.901782	het	-0.472201	0.0034459
100000	1053	8	0.901782	het	-0.27274	0.0290816
100000	1053	8	0.901782	het	-0.313067	0.106243
100000	1053	8	0.901782	het	-0.000467448	0.139968
100000	1053	8	0.901782	het	-0.0608342	0.259345
100000	1053	8	0.901782	het	-0.146548	0.290447
100000	1053	8	0.901782	het	-0.0019182	0.0721201
100000	1829	3	0.954066	het	-0.0994356	0.0822397
100000	1829	3	0.954066	het	-0.428865	0.0879551
100000	297	6	0.864791	het	-0.90399	0.0444484
100000	297	6	0.864791	het	-0.000467448	0.139968
100000	297	6	0.864791	het	-0.0101963	0.0383854
100000	297	6	0.864791	het	-0.000686853	0.185255
100000	297	6	0.864791	het	-0.97442	0.100731
100000	959	6	0.630017	het	-0.533971	0.00557515
100000	959	6	0.630017	het	-0.0172393	0.018843
100000	959	6	0.630017	het	-0.779248	0.00626482
100000	959	6	0.630017	het	-0.729751	0.499509
100000	959	6	0.630017	het	-0.0754853	0.00102414
100000	918	10	0.835537	het	-0.711863	0.125599
100000	918	10	0.835537	het	-0.317563	0.104845
100000	918	10	0.835537	het	-0.053914	0.19003
100000	918	10	0.835537	het	-0.00309095	0.124517
100000	918	10	0.835537	het	-0.097828	0.21232
100000	918	10	0.835537	het	-0.0170758	0.293584
100000	918	10	0.835537	het	-0.00383766	0.417132
100000	918	10	0.835537	het	-0.14068	0.0144361
100000	918	10	0.835537	het	-0.288039	0.0395701
100000	365	2	0.998412	het	-0.0207375	0.0592199
100000	1186	5	0.975885	het	-0.00196631	0.0853275
100000	1186	5	0.975885	het	-0.000467448	0.139968
100000	1186	5	0.975885	het	-0.0257081	0.088174
100000	1186	5	0.975885	het	-0.0999086	0.213362
100000	27	4	0.955567	het	-0.00981975	0.410026
100000	27	4	0.955567	het	-0.825774	0.0479607
100000	27	4	0.955567	het	-0.0068731	0.0937361
100000	2762	4	0.934356	het	-0.000467448	0.139968
100000	2762	4	0.934356	het	-0.683338	0.088927
100000	2762	4	0.934356	het	-0.179441	0.0265706
100000	98	6	0.963544	het	-0.933912	0.00266464
100000	98	6	0.963544	het	-0.00568657	0.270534
100000	98	6	0.963544	het	-0.000467448	0.139968
100000	98	6	0.963544	het	-0.255877	0.0425407
100000	98	6	0.963544	het	-0.0808752	0.265846
100000	3456	5	0.915434	het	-0.485157	0.127234
100000	3456	5	0.915434	het	-0.0736686	0.211972
100000	3456	5	0.915434	het	-0.00334505	0.0565827
100000	3456	5	0.915434	het	-0.241463	0.0344427
100000	1279	7	0.922266	het	-0.864283	0.0386304
100000	1279	7	0.922266	het	-0.83806	0.0253112
100000	1279	7	0.922266	het	-0.0318976	0.0287026
100000	1279	7	0.922266	het	-0.248158	0.00693108
100000	1279	7	0.922266	het	-0.00296958	0.0443619
100000	1279	7	0.922266	het	-0.195042	0.113538
100000	2560	7	0.654567	het	-0.00196631	0.0853275
100000	2560	7	0.654567	het	-0.905171	0.299484
100000	2560	7	0.654567	het	-0.000467448	0.139968
100000	2560	7	0.654567	het	-0.182503	0.138371
100000	2560	7	0.654567	het	-0.219401	0.355814
100000	2560	7	0.654567	het	-0.00296958	0.0443619
100000	3023	8	0.859332	het	-0.211392	0.0113873
100000	3023	8	0.859332	het	-0.481328	0.197405
100000	3023	8	0.859332	het	-0.45285	0.0197437
100000	3023	8	0.859332	het	-0.00334505	0.0565827
100000	3023	8	0.859332	het	-0.243773	0.0242746
100000	3023	8	0.859332	het	-0.0483556	0.498166
100000	3023	8	0.859332	het	-0.0728277	0.129831
100000	3515	5	0.990142	het	-0.000467448	0.139968
100000	3515	5	0.990142	het	-0.123411	0.0396501
100000	3515	5	0.990142	het	-0.18418	0.0240347
100000	3515	5	0.990142	het	-0.0019182	0.0721201
100000	3277	6	0.982101	het	-0.0184742	0.433797
100000	3277	6	0.982101	het	-0.717051	0.0128874
100000	3277	6	0.982101	het	-0.00421	0.00205291
100000	3277	6	0.982101	het	-0.000686853	0.185255
100000	3277	6	0.982101	het	-0.0990154	0.00236927
100000	1560	6	0.938757	het	-0.00196631	0.0853275
100000	1560	6	0.938757	het	-0.842386	0.0194207
100000	1560	6	0.938757	het	-0.00616299	0.0813644
100000	1560	6	0.938757	het	-0.118997	0.0773092
100000	1560	6	0.938757	het	-0.55375	0.064606
100000	1347	8	0.54572	het	-0.438101	0.0608295
100000	1347	8	0.54572	het	-0.941899	0.250067
100000	1347	8	0.54572	het	-0.344346	0.179259
100000	1347	8	0.54572	het	-0.339441	0.355604
100000	1347	8	0.54572	het	-0.26647	0.390853
100000	1347	8	0.54572	het	-0.349645	0.00911363
100000	1347	8	0.54572	het	-0.736555	0.00564889
100000	869	5	0.974834	het	-0.0186269	0.000719047
100000	869	5	0.974834	het	-0.990715	0.0203644
100000	869	5	0.974834	het	-0.00334505	0.0565827
100000	1624	9	0.975299	het	-0.00782627	0.0592714
100000	1624	9	0.975299	het	-0.129114	0.0448489
100000	1624	9	0.975299	het	-0.0608342	0.259345
100000	1624	9	0.975299	het	-0.0154002	0.0357147
100000	1624	9	0.975299	het	-0.00334505	0.0565827
100000	1624	9	0.975299	het	-0.00296958	0.0443619
100000	1624	9	0.975299	het	-0.0019182	0.0721201
100000	1624	9	0.975299	het	-0.6409	0.00228641
100000	2700	6	0.911367	het	-0.152395	0.00414874
100000	2700	6	0.911367	het	-0.000467448	0.139968
100000	2700	6	0.911367	het	-0.857003	0.0266614
100000	2700	6	0.911367	het	-0.552465	0.0999949
100000	2700	6	0.911367	het	-0.0633342	0.185347
100000	2925	6	0.534271	het	-0.0896985	0.18633
100000	2925	6	0.534271	het	-0.204731	0.0961414
100000	2925	6	0.534271	het	-0.0318976	0.0287026
100000	2925	6	0.534271	het	-0.342485	0.0324171
100000	2925	6	0.534271	het	-0.969545	0.452583
100000	2419	5	0.988196	het	-0.0994356	0.0822397
100000	2419	5	0.988196	het	-0.00309095	0.124517
100000	2419	5	0.988196	het	-0.0723617	0.0231346
100000	2419	5	0.988196	het	-0.0026701	0.464848
100000	151	8	0.929177	het	-0.0749605	0.0131244
100000	151	8	0.929177	het	-0.000467448	0.139968
100000	151	8	0.929177	het	-0.0312466	0.471136
100000	151	8	0.929177	het	-0.343708	0.159674
100000	151	8	0.929177	het	-0.00634122	0.107808
100000	151	8	0.929177	het	-0.00421	0.00205291
100000	151	8	0.929177	het	-0.0754853	0.00102414
100000	1447	8	0.944438	het	-0.00196631	0.0853275
100000	1447	8	0.944438	het	-0.194192	0.204552
100000	1447	8	0.944438	het	-0.159715	0.0913576
100000	1447	8	0.944438	het	-0.00616299	0.0813644
100000	1447	8	0.944438	het	-0.000686853	0.185255
100000	1447	8	0.944438	het	-0.00296958	0.0443619
100000	1447	8	0.944438	het	-0.0068731	0.0937361
100000	1676	6	0.942576	het	-0.000467448	0.139968
100000	1676	6	0.942576	het	-0.83806	0.0253112
100000	1676	6	0.942576	het	-0.223944	0.0643155
100000	1676	6	0.942576	het	-0.902279	0.0247396
100000	1676	6	0.942576	het	-0.00334505	0.0565827
100000	1971	7	0.86452	het	-0.514226	0.191943
100000	1971	7	0.86452	het	-0.128879	0.0534705
100000	1971	7	0.86452	het	-0.489101	0.0172433
100000	1971	7	0.86452	het	-0.180294	0.134495
100000	1971	7	0.86452	het	-0.650266	0.00189001
100000	1971	7	0.86452	het	-0.0019182	0.0721201
100000	3412	6	0.985884	het	-0.00309095	0.124517
100000	3412	6	0.985884	het	-0.183784	0.0119821
100000	3412	6	0.985884	het	-0.255877	0.0425407
100000	3412	6	0.985884	het	-0.00334505	0.0565827
100000	3412	6	0.985884	het	-0.00296958	0.0443619
100000	1640	3	0.999273	het	-0.00296958	0.0443619
100000	1640	3	0.999273	het	-0.0990154	0.00236927
100000	1657	5	0.97503	het	-0.933912	0.00266464
100000	1657	5	0.97503	het	-0.129114	0.0448489
100000	1657	5	0.97503	het	-0.842386	0.0194207
100000	1657	5	0.97503	het	-0.00296958	0.0443619
100000	2611	5	0.972335	het	-0.1387	0.102167
100000	2611	5	0.972335	het	-0.0077739	0.444624
100000	2611	5	0.972335	het	-0.312646	0.0183088
100000	578	5	0.994458	het	-0.0721218	0.0420682
100000	578	5	0.994458	het	-0.00435414	0.345412
100000	578	5	0.994458	het	-0.00421	0.00205291
100000	578	5	0.994458	het	-0.0068731	0.0937361
100000	1147	5	0.98419	het	-0.000467448	0.139968
100000	1147	5	0.98419	het	-0.0350745	0.29376
100000	1147	5	0.98419	het	-0.0170758	0.293584
100000	1147	5	0.98419	het	-0.000686853	0.185255
100000	866	6	0.974746	het	-0.174407	0.0158002
100000	866	6	0.974746	het	-0.000467448	0.139968
100000	866	6	0.974746	het	-0.0186269	0.000719047
100000	866	6	0.974746	het	-0.0068731	0.0937361
100000	866	6	0.974746	het	-0.0808752	0.265846
100000	3387	3	0.838677	het	-0.666108	0.24156
100000	3387	3	0.838677	het	-0.0019182	0.0721201
100000	607	4	0.861033	het	-0.000467448	0.139968
100000	607	4	0.861033	het	-0.374361	0.367371
100000	607	4	0.861033	het	-0.0026701	0.464848
100000	2060	7	0.94681	het	-0.000467448	0.139968
100000	2060	7	0.94681	het	-0.842386	0.0194207
100000	2060	7	0.94681	het	-0.528388	0.0550518
100000	2060	7	0.94681	het	-0.0180194	0.439196
100000	2060	7	0.94681	het	-0.00296958	0.0443619
100000	2060	7	0.94681	het	-0.0019182	0.0721201
100000	727	9	0.654354	het	-0.277764	0.0137324
100000	727	9	0.654354	het	-0.0186269	0.000719047
100000	727	9	0.654354	het	-0.713437	0.0202434
100000	727	9	0.654354	het	-0.0965461	0.195558
100000	727	9	0.654354	het	-0.874681	0.341417
100000	727	9	0.654354	het	-0.0416828	0.449186
100000	727	9	0.654354	het	-0.0298471	0.400852
100000	727	9	0.654354	het	-0.0068731	0.0937361
100000	2104	9	0.782408	het	-0.000467448	0.139968
100000	2104	9	0.782408	het	-0.613887	0.0405807
100000	2104	9	0.782408	het	-0.435609	0.359352
100000	2104	9	0.782408	het	-0.0741504	0.100098
100000	2104	9	0.782408	het	-0.156033	0.167398
100000	2104	9	0.782408	het	-0.00421	0.00205291
100000	2104	9	0.782408	het	-0.00481416	0.410078
100000	2104	9	0.782408	het	-0.138148	0.0976696
100000	2139	5	0.888494	het	-0.241418	0.355357
100000	2139	5	0.888494	het	-0.000467448	0.139968
100000	2139	5	0.888494	het	-0.0671627	0.410761
100000	2139	5	0.888494	het	-0.00296958	0.0443619
100000	698	8	0.922427	het	-0.313251	0.0174347
100000	698	8	0.922427	het	-0.000467448	0.139968
100000	698	8	0.922427	het	-0.0186269	0.000719047
100000	698	8	0.922427	het	-0.0880158	0.0269426
100000	698	8	0.922427	het	-0.00981975	0.410026
100000	698	8	0.922427	het	-0.568959	0.0976767
100000	698	8	0.922427	het	-0.0231304	0.483413
100000	3583	8	0.9418	het	-0.761908	0.00381962
100000	3583	8	0.9418	het	-0.000467448	0.139968
100000	3583	8	0.9418	het	-0.00435414	0.345412
100000	3583	8	0.9418	het	-0.411658	0.00789017
100000	3583	8	0.9418	het	-0.933925	0.0227973
100000	3583	8	0.9418	het	-0.241697	0.123144
100000	3583	8	0.9418	het	-0.000686853	0.185255
100000	2996	6	0.953215	het	-0.0757877	0.0484461
100000	2996	6	0.953215	het	-0.0116918	0.116543
100000	2996	6	0.953215	het	-0.681245	8.20125e-05
100000	2996	6	0.953215	het	-0.192788	0.214955
100000	2996	6	0.953215	het	-0.00296958	0.0443619
100000	175	9	0.893376	het	-0.761908	0.00381962
100000	175	9	0.893376	het	-0.352378	0.00697108
100000	175	9	0.893376	het	-0.213713	0.392506
100000	175	9	0.893376	het	-0.0526843	0.29946
100000	175	9	0.893376	het	-0.0530578	0.0488492
100000	175	9	0.893376	het	-0.000686853	0.185255
100000	175	9	0.893376	het	-0.00296958	0.0443619
100000	175	9	0.893376	het	-0.0068731	0.0937361
100000	3554	4	0.940939	het	-0.000467448	0.139968
100000	3554	4	0.940939	het	-0.308351	0.189836
100000	3554	4	0.940939	het	-0.00296958	0.0443619
100000	269	4	0.925291	het	-0.191518	0.0465642
100000	269	4	0.925291	het	-0.412287	0.130142
100000	269	4	0.925291	het	-0.573787	0.0228181
100000	2413	5	0.984548	het	-0.000467448	0.139968
100000	2413	5	0.984548	het	-0.165589	0.0220468
100000	2413	5	0.984548	het	-0.0172393	0.018843
100000	2413	5	0.984548	het	-0.342485	0.0324171
100000	1501	11	0.958188	het	-0.00196631	0.0853275
100000	1501	11	0.958188	het	-0.761908	0.00381962
100000	1501	11	0.958188	het	-0.0186269	0.000719047
100000	1501	11	0.958188	het	-0.990715	0.0203644
100000	1501	11	0.958188	het	-0.183784	0.0119821
100000	1501	11	0.958188	het	-0.0736686	0.211972
100000	1501	11	0.958188	het	-0.00334505	0.0565827
100000	1501	11	0.958188	het	-0.00421	0.00205291
100000	1501	11	0.958188	het	-0.000781792	0.111224
100000	1501	11	0.958188	het	-0.0068731	0.0937361
100000	2168	4	0.983295	het	-0.000467448	0.139968
100000	2168	4	0.983295	het	-0.159715	0.0913576
100000	2168	4	0.983295	het	-0.248158	0.00693108
100000	962	5	0.987476	het	-0.011297	0.152787
100000	962	5	0.987476	het	-0.502888	0.0168203
100000	962	5	0.987476	het	-0.0466248	0.00641296
100000	962	5	0.987476	het	-0.248158	0.00693108
100000	737	5	0.977046	het	-0.0186269	0.000719047
100000	737	5	0.977046	het	-0.0068731	0.0937361
100000	737	5	0.977046	het	-0.0808752	0.265846
100000	157	3	0.965239	het	-0.0576168	0.407767
100000	157	3	0.965239	het	-0.0231304	0.483413
100000	1350	6	0.752821	het	-0.00196631	0.0853275
100000	1350	6	0.752821	het	-0.928709	0.222536
100000	1350	6	0.752821	het	-0.000467448	0.139968
100000	1350	6	0.752821	het	-0.489101	0.0172433
100000	1350	6	0.752821	het	-0.625424	0.067826
100000	804	4	0.997916	het	-0.00334505	0.0565827
100000	804	4	0.997916	het	-0.107788	0.00990304
100000	2231	2	0.999508	het	-0.00296958	0.0443619
100000	155	4	0.994359	het	-0.0172393	0.018843
100000	155	4	0.994359	het	-0.779248	0.00626482
100000	155	4	0.994359	het	-0.0754853	0.00102414
100000	3083	6	0.741166	het	-0.000467448	0.139968
100000	3083	6	0.741166	het	-0.515546	0.497777
100000	3083	6	0.741166	het	-0.341723	0.00150624
100000	3083	6	0.741166	het	-0.0139971	0.099128
100000	3083	6	0.741166	het	-0.0068731	0.0937361
100000	2837	11	0.974033	het	-0.00196631	0.0853275
100000	2837	11	0.974033	het	-0.933912	0.00266464
100000	2837	11	0.974033	het	-0.0749605	0.0131244
100000	2837	11	0.974033	het	-0.192622	0.0618482
100000	2837	11	0.974033	het	-0.0241863	0.258715
100000	2837	11	0.974033	het	-0.00421	0.00205291
100000	2837	11	0.974033	het	-0.000686853	0.185255
100000	2837	11	0.974033	het	-0.213551	0.0130746
100000	2837	11	0.974033	het	-0.0068731	0.0937361
100000	3303	8	0.938036	het	-0.000467448	0.139968
100000	3303	8	0.938036	het	-0.352378	0.00697108
100000	3303	8	0.938036	het	-0.129114	0.0448489
100000	3303	8	0.938036	het	-0.842386	0.0194207
100000	3303	8	0.938036	het	-0.00334505	0.0565827
100000	3303	8	0.938036	het	-0.428865	0.0879551
100000	3303	8	0.938036	het	-0.0019182	0.0721201
100000	2679	6	0.914995	het	-0.761908	0.00381962
100000	2679	6	0.914995	het	-0.00309095	0.124517
100000	2679	6	0.914995	het	-0.47774	0.161627
100000	2679	6	0.914995	het	-0.0026701	0.464848
100000	2679	6	0.914995	het	-0.0812458	0.0439194
100000	643	7	0.848056	het	-0.00568657	0.270534
100000	643	7	0.848056	het	-0.000467448	0.139968
100000	643	7	0.848056	het	-0.687995	0.204639
100000	643	7	0.848056	het	-0.255877	0.0425407
100000	643	7	0.848056	het	-0.00296958	0.0443619
100000	643	7	0.848056	het	-0.00453236	0.00510576
100000	302	7	0.816839	het	-0.00196631	0.0853275
100000	302	7	0.816839	het	-0.000467448	0.139968
100000	302	7	0.816839	het	-0.897316	0.185596
100000	302	7	0.816839	het	-0.0172393	0.018843
100000	302	7	0.816839	het	-0.000686853	0.185255
100000	302	7	0.816839	het	-0.138125	0.136961
100000	1943	9	0.959553	het	-0.011297	0.152787
100000	1943	9	0.959553	het	-0.000467448	0.139968
100000	1943	9	0.959553	het	-0.274195	0.118079
100000	1943	9	0.959553	het	-0.0026701	0.464848
100000	1943	9	0.959553	het	-0.393894	0.00792967
100000	1943	9	0.959553	het	-0.0019182	0.0721201
100000	1943	9	0.959553	het	-0.107788	0.00990304
100000	1943	9	0.959553	het	-0.0068731	0.0937361
100000	1601	8	0.835303	het	-0.153948	0.238193
100000	1601	8	0.835303	het	-0.352378	0.00697108
100000	1601	8	0.835303	het	-0.0221536	0.021121
100000	1601	8	0.835303	het	-0.152754	0.400878
100000	1601	8	0.835303	het	-0.0154002	0.0357147
100000	1601	8	0.835303	het	-0.551317	0.131803
100000	1601	8	0.835303	het	-0.00296958	0.0443619
100000	2706	2	0.999254	het	-0.00309095	0.124517
100000	1907	2	0.999574	het	-0.000467448	0.139968
100000	1878	7	0.722355	het	-0.802067	0.288843
100000	1878	7	0.722355	het	-0.341723	0.00150624
100000	1878	7	0.722355	het	-0.240759	0.0794964
100000	1878	7	0.722355	het	-0.255877	0.0425407
100000	1878	7	0.722355	het	-0.377686	0.0793229
100000	1878	7	0.722355	het	-0.0019182	0.0721201
100000	642	6	0.875608	het	-0.000467448	0.139968
100000	642	6	0.875608	het	-0.987024	0.107822
100000	642	6	0.875608	het	-0.0774572	0.14007
100000	642	6	0.875608	het	-0.356946	0.0215928
100000	642	6	0.875608	het	-0.0026701	0.464848
100000	3109	5	0.928744	het	-0.000467448	0.139968
100000	3109	5	0.928744	het	-0.232696	0.236461
100000	3109	5	0.928744	het	-0.733131	0.00136055
100000	3109	5	0.928744	het	-0.0608342	0.259345
100000	2858	8	0.975299	het	-0.0181356	0.0121622
100000	2858	8	0.975299	het	-0.103291	0.0372495
100000	2858	8	0.975299	het	-0.0154002	0.0357147
100000	2858	8	0.975299	het	-0.0172393	0.018843
100000	2858	8	0.975299	het	-0.0590728	0.324885
